Source,Phi,SP_percent,Tau0_Pa
Table6,0.4587484899286219,0.5290805973995062,0.34977728
Table6,0.4711991473228266,0.9981800287344867,0.22039135
Table6,0.4769476908041891,0.6333283184975809,0.49848467
Table6,0.4989033217571584,0.6626295588091062,0.5705543
Table6,0.4620085341686388,0.6216606000167719,0.36005113
Table6,0.4838337447964143,0.6874209683853851,0.517118
Table6,0.5033801196703733,0.9800786230950662,0.34950846
Table6,0.4972859239542501,0.982491400305148,0.3567057
Table6,0.4839695450560152,0.8980030323672669,0.38362277
Table6,0.4599640729523609,0.7705587001305074,0.26577199
Table6,0.4925932979103699,0.4565247977020598,1.2712244
Table6,0.4961050077648362,0.6881729993259487,0.5314263
Table6,0.5001834806004131,0.7790282349408546,0.48535672
Table6,0.489874963953162,0.694012296201242,0.57785976
Table6,0.4929040919259757,0.7654363103177333,0.47548154
Table6,0.4787738665675889,0.4483778387658892,0.8898763
Table6,0.4816167795164415,0.50619065957247,0.68584543
Table6,0.4747949394535098,0.9656125581913988,0.26085046
Table6,0.4837743674437839,0.7556379611411503,0.4395261
Table6,0.4671420477083065,0.4004152899866244,0.62516534
Table6,0.4923918004439306,0.9179708605778364,0.33531028
Table6,0.4586462941762953,0.8802779385334503,0.21269076
Table6,0.4982980121918405,0.7082077469929309,0.5333352
Table6,0.461979880777888,0.8258685793739792,0.28374633
Table6,0.4636575830505248,0.7462891965844495,0.2583415
Table6,0.4877089133891087,0.8282414831757985,0.4460186
Table6,0.4760784140090443,0.7083321009881569,0.46539992
Table6,0.5030641243033371,0.9897919444218468,0.31202078
Table6,0.4662155082154446,0.6660110891818491,0.35841903
Table6,0.4672667573564237,0.7600083788159739,0.2796105
