Source,Phi,SP_percent,Tau0_Pa
Table6,0.4980061797363739,0.5064935305156235,1.0034381
Table6,0.4980743702486052,0.9166358831028064,0.3967972
Table6,0.4933534551440109,0.7624830233392945,0.5154931
Table6,0.4945809051829573,0.5501300547104873,0.7774805
Table6,0.4789064280704836,0.888905275202858,0.30683342
Table6,0.4705259052797876,0.5883396998808248,0.45676425
Table6,0.4596836694679375,0.7216961894512324,0.26967922
Table6,0.492303674659629,0.9108762413372654,0.36798188
Table6,0.4636575830505248,0.7462891965844495,0.2583415
Table6,0.4587970089648991,0.4193233731481229,0.42851698
Table6,0.4625223814639673,0.6036368515382114,0.27206853
Table6,0.5001310423889189,0.9872699353035976,0.32636082
Table6,0.4820723411536171,0.6629409831649398,0.511503
Table6,0.467947279547536,0.4349052459800832,0.5298302
Table6,0.4803860701512901,0.9971914501930242,0.2747671
Table6,0.4662155082154446,0.6660110891818491,0.35841903
Table6,0.4798838982389518,0.7090604461232848,0.4831618
Table6,0.4821917597946759,0.4218049534168631,0.9712866
Table6,0.4885644139065975,0.8962374406711712,0.4321952
Table6,0.4776870290970838,0.8970798472956044,0.28017974
Table6,0.4809380914838491,0.7032827537642161,0.5006816
Table6,0.4593700344142817,0.4862464351962386,0.4048516
Table6,0.4596144033175596,0.7621037474513632,0.2582273
Table6,0.4811448513527054,0.5348033401786803,0.6006668
Table6,0.4904005812613634,0.6984264913753898,0.5244512
Table6,0.4608700758318284,0.6045749246969483,0.28290942
Table6,0.4712943600490646,0.5324179332092602,0.5227286
Table6,0.4646686738966784,0.51459959691888,0.3536863
Table6,0.5004807559113754,0.6579517700667914,0.57746214
Table6,0.4958876572619627,0.987070930277696,0.35529757
